,Review,Liked
112,This is a really fantastic Thai restaurant which is definitely worth a visit.,1
113,Nice,0
114,Good prices.,1
115,Check it out.,1
116,It was pretty gross!,0
117,I've had better atmosphere.,0
118,Kind of hard to mess up a steak but they did.,0
119,Although I very much liked the look and sound of this place,0
120,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0
121,Worst service to boot,0
122,Service was fine and the waitress was friendly.,1
123,The guys all had steaks,0
124,We thought you'd have to venture further away to get good sushi,0
125,Host staff were,0
126,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0
127,Phenomenal food,0
128,I wouldn't return.,0
129,Definitely worth venturing off the strip for the pork belly,0
130,This place is way too overpriced for mediocre food.,0
131,Penne vodka excellent!,1
132,They have a good selection of food including a massive meatloaf sandwich,0
133,The management is rude.,0
134,Delicious NYC bagels,0
135,Great Subway,0
136,I had a seriously solid breakfast here.,1
137,This is one of the best bars with food in Vegas.,1
138,He was extremely rude and really,0
139,My drink was never empty and he made some really great menu suggestions.,1
140,Don't do it!!!!,0
141,The waiter wasn't helpful or friendly and rarely checked on us.,0
142,My husband and I ate lunch here and were very disappointed with the food and service.,0
143,And the red curry had so much bamboo shoots and wasn't very tasty to me.,0
144,Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1
145,The bathrooms are clean and the place itself is well decorated.,1
146,The menu is always changing,0
147,The service was a little slow ,0
148,I give it 2 thumbs down,0
149,We watched our waiter pay a lot more attention to other tables and ignore us.,0
150,My fiancé and I came in the middle of the day and we were greeted and seated right away.,1
151,This is a great restaurant at the Mandalay Bay.,1
152,We waited for forty five minutes in vain.,0
153,Crostini that came with the salad was stale.,0
154,Some highlights : Great quality nigiri here!,1
155,the staff is friendly and the joint is always clean.,1
156,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1
157,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1
158,this place is good.,1
159,Unfortunately,0
160,I came back today since they relocated and still not impressed.,0
161,I was seated immediately.,1
162,Their menu is diverse,0
163,Avoid at all cost!,0
164,Restaurant is always full but never a wait.,1
165,DELICIOUS!!,1
166,This place is hands-down one of the best places to eat in the Phoenix metro area.,1
167,So don't go there if you are looking for good food...,0
168,I've never been treated so bad.,0
169,Bacon is hella salty.,1
170,We also ordered the spinach and avocado salad,0
171,This really is how Vegas fine dining used to be,0
172,The waitresses are very friendly.,1
173,Lordy,0
174,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1
175,Perhaps I caught them on an off night judging by the other reviews,0
176,The service here leaves a lot to be desired.,0
177,The atmosphere is modern and hip,0
178,Not a weekly haunt,0
179,We literally sat there for 20 minutes with no one asking to take our order.,0
180,The burger had absolutely no flavor - the meat itself was totally bland,0
181,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0
182,I dressed up to be treated so rudely!,0
183,It was probably dirt.,0
184,Love this place,0
185,I ordered the Lemon raspberry ice cocktail which was also incredible.,1
186,The food sucked,0
187,Interesting decor.,1
188,What I really like there is the crepe station.,1
189,Also were served hot bread and butter,0
190,you can watch them preparing the delicious food!),1
191,Both of the egg rolls were fantastic.,1
192,When my order arrived,0
193,I had a salad with the wings,0
194,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0
195,The best place to go for a tasty bowl of Pho!,1
196,The live music on Fridays totally blows.,0
197,I've never been more insulted or felt disrespected.,0
198,Very friendly staff.,1
199,It is worth the drive.,1
200,I had heard good things about this place,0
201,Food was great and so was the serivce!,1
202,The warm beer didn't help.,0
203,Great brunch spot.,1
204,Service is friendly and inviting.,1
205,Very good lunch spot.,1
206,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0
207,The WORST EXPERIENCE EVER.,0
208,Must have been an off night at this place.,0
209,The sides are delish - mixed mushrooms,0
210,If that bug never showed up I would have given a 4 for sure,0
211,For about 10 minutes,0
212,My friend loved the salmon tartar.,1
213,Won't go back.,0
214,Extremely Tasty!,1
215,Waitress was good though!,1
216,Soggy and not good.,0
217,The Jamaican mojitos are delicious.,1
218,Which are small and not worth the price.,0
219,#NAME?,1
220,The shower area is outside so you can only rinse,0
221,The service was a bit lacking.,0
222,Lobster Bisque,0
223,Hopefully this bodes for them going out of business and someone who can cook can come in.,0
224,It was either too cold,0
225,I loved the bacon wrapped dates.,1
226,This is an unbelievable BARGAIN!,1
227,The folks at Otto always make us feel so welcome and special.,1
228,"As for the ""mains",0
229,This is the place where I first had pho and it was amazing!!,1
230,This wonderful experience made this place a must-stop whenever we are in town again.,1
231,If the food isn't bad enough for you,0
232,Very very fun chef.,1
233,Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah,0
234,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1
235,If it were possible to give them zero stars,0
236,"The descriptions said ""yum yum sauce"" and another said ""eel sauce""",0
237,I'd say that would be the hardest decision... Honestly,0
238,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
239,Everyone is very attentive,0
240,Horrible - don't waste your time and money.,0
241,Now this dish was quite flavourful.,1
242,By this time our side of the restaurant was almost empty so there was no excuse.,0
243,(It wasn't busy either) Also,0
244,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
245,-Drinks took close to 30 minutes to come out at one point.,0
246,Seriously flavorful delights,0
247,Much better than the other AYCE sushi place I went to in Vegas.,1
248,The lighting is just dark enough to set the mood.,1
249,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
250,Owner's are really great people.!,1
251,There is nothing privileged about working/eating there.,0
252,The Greek dressing was very creamy and flavorful.,1
253,Overall,0
254,Now the pizza itself was good the peanut sauce was very tasty.,1
255,We had 7 at our table and the service was pretty fast.,1
256,Fantastic service here.,1
257,I as well would've given godfathers zero stars if possible.,0
258,They know how to make them here.,1
259,very tough and very short on flavor!,0
260,I hope this place sticks around.,1
261,I have been in more than a few bars in Vegas,0
262,The restaurant atmosphere was exquisite.,1
263,Good service,0
264,The seafood was fresh and generous in portion.,1
265,Plus,0
266,The service was not up to par,0
267,Thus far,0
268,Just as good as when I had it more than a year ago!,1
269,For a self proclaimed coffee cafe,0
270,The Veggitarian platter is out of this world!,1
271,You cant go wrong with any of the food here.,1
272,You can't beat that.,1
273,Stopped by this place while in Madison for the Ironman,0
274,The chefs were friendly and did a good job.,1
275,I've had better,0
276,I liked the patio and the service was outstanding.,1
277,The goat taco didn't skimp on the meat and wow what FLAVOR!,1
278,I think not again,0
279,I had the mac salad and it was pretty bland so I will not be getting that again.,0
280,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
281,Service stinks here!,0
282,I waited and waited.,0
283,This place is not quality sushi,0
284,I would definitely recommend the wings as well as the pizza.,1
285,Great Pizza and Salads!,1
286,Things that went wrong: - They burned the saganaki.,0
287,We waited an hour for what was a breakfast I could have done 100 times better at home.,0
288,This place is amazing!,1
289,I hate to disagree with my fellow Yelpers,0
290,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
291,Just don't know why they were so slow.,0
292,The staff is great,0
293,I live in the neighborhood so I am disappointed I won't be back here,0
294,I didn't know pulled pork could be soooo delicious.,1
295,You get incredibly fresh fish,0
296,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
297,I love the fact that everything on their menu is worth it.,1
298,Never again will I be dining at this place!,0
299,The food was excellent and service was very good.,1
300,Good beer & drink selection and good food selection.,1
301,Please stay away from the shrimp stir fried noodles.,0
302,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
303,Food was really boring.,0
304,Good Service-check!,1
305,This greedy corporation will NEVER see another dime from me!,0
306,Will never,0
307,As much as I'd like to go back,0
308,In the summer,0
309,I did not expect this to be so good!,1
310,Fantastic food!,1
311,She ordered a toasted English muffin that came out untoasted.,0
312,The food was very good.,1
313,Never going back.,0
314,Great food for the price,0
315,The bus boy on the other hand was so rude.,0
316,By this point,0
317,Back to good BBQ,0
318,And considering the two of us left there very full and happy for about $20,0
319,All the bread is made in-house!,1
320,The only downside is the service.,0
321,Also,0
322,Service was exceptional and food was a good as all the reviews.,1
323,A couple of months later,0
324,Favorite place in town for shawarrrrrrma!!!!!!,1
325,The black eyed peas and sweet potatoes... UNREAL!,1
326,You won't be disappointed.,1
327,They could serve it with just the vinaigrette and it may make for a better overall dish,0
328,I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast,0
329,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0
330,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
331,Both of them were truly unbelievably good,0
332,We had fantastic service,0
333,Everything was gross.,0
334,I love this place.,1
335,Great service and food.,1
336,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0
337,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
338,OMG,0
339,There is nothing authentic about this place.,0
340,the spaghetti is nothing special whatsoever.,0
341,Of all the dishes,0
342,The vegetables are so fresh and the sauce feels like authentic Thai.,1
343,It's worth driving up from Tucson!,1
344,The selection was probably the worst I've seen in Vegas.....there was none.,0
345,Pretty good beer selection too.,1
346,This place is like Chipotle,0
347,Classy/warm atmosphere,0
348,5 stars for the brick oven bread app!,1
349,I have eaten here multiple times,0
350,We sat another ten minutes and finally gave up and left.,0
351,He was terrible!,0
352,Everyone is treated equally special.,1
353,It shouldn't take 30 min for pancakes and eggs.,0
354,It was delicious!!!,1
355,On the good side,0
356,Sadly,0
357,As always the evening was wonderful and the food delicious!,1
358,Best fish I've ever had in my life!,1
359,(The bathroom is just next door and very nice.),1
360,The buffet is small and all the food they offered was BLAND.,0
361,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1
362,Pretty cool I would say.,1
363,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
364,Server did a great job handling our large rowdy table.,1
365,I find wasting food to be despicable,0
366,My wife had the Lobster Bisque soup which was lukewarm.,0
367,Would come back again if I had a sushi craving while in Vegas.,1
368,The staff are great,0
369,He deserves 5 stars.,1
370,I left with a stomach ache and felt sick the rest of the day.,0
371,They dropped more than the ball.,0
372,The dining space is tiny,0
373,They will customize your order any way you'd like,0
374,And the beans and rice were mediocre at best.,0
375,Best tacos in town by far!!,1
376,I took back my money and got outta there.,0
377,In an interesting part of town,0
378,RUDE & INCONSIDERATE MANAGEMENT.,0
379,The staff are now not as friendly,0
380,I won't be back.,0
381,They have great dinners.,1
382,The service was outshining & I definitely recommend the Halibut.,1
383,The food was terrible.,0
384,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
385,I don't recommend unless your car breaks down in front of it and you are starving.,0
386,I will come back here every time I'm in Vegas.,1
387,This place deserves one star and 90% has to do with the food.,0
388,This is a disgrace.,0
389,Def coming back to bowl next time,1
390,If you want healthy authentic or ethic food,0
391,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1
392,I have been here several times in the past,0
393,We walked away stuffed and happy about our first Vegas buffet experience.,1
394,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
395,To summarize... the food was incredible,0
396,I'm probably one of the few people to ever go to Ians and not like it.,0
397,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
398,Service is perfect and the family atmosphere is nice to see.,1
399,Cooked to perfection and the service was impeccable.,1
400,This one is simply a disappointment.,0
401,Overall,0
402,I don't have to be an accountant to know I'm getting screwed!,0
403,Great place to eat,0
404,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
405,Left very frustrated.,0
406,I'll definitely be in soon again.,1
407,Food was really good and I got full petty fast.,1
408,Service was fantastic.,1
409,TOTAL WASTE OF TIME.,0
410,I don't know what kind it is but they have the best iced tea.,1
411,Come hungry,0
412,For service,0
413,I can assure you that you won't be disappointed.,1
414,I can take a little bad service but the food sucks.,0
415,Gave up trying to eat any of the crust (teeth still sore).,0
416,But now I was completely grossed out.,0
417,I really enjoyed eating here.,1
418,First time going but I think I will quickly become a regular.,1
419,Our server was very nice,0
420,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
421,On the ground,0
422,Furthermore,0
423,We've tried to like this place but after 10+ times I think we're done with them.,0
424,What a mistake that was!,0
425,No complaints!,1
426,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
427,Waiter was a jerk.,0
428,Strike 2,0
429,These are the nicest restaurant owners I've ever come across.,1
430,I never come again.,0
431,We loved the biscuits!!!,1
432,Service is quick and friendly.,1
433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
434,So absolutley fantastic.,1
435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
436,definitely will come back here again.,1
437,I like Steiners because it's dark and it feels like a bar.,1
438,Wow very spicy but delicious.,1
439,If you're not familiar,0
440,I'll take my business dinner dollars elsewhere.,0
441,I'd love to go back.,1
442,Anyway,0
443,Nothing special.,0
444,Each day of the week they have a different deal and it's all so delicious!,1
445,Not to mention the combination of pears,0
446,Will not be back.,0
447,Sauce was tasteless.,0
448,The food is delicious and just spicy enough,0
449,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
450,I don't think we'll be going back anytime soon.,0
451,Food was so gooodd.,1
452,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
453,I was so insulted.,0
454,The last 3 times I had lunch here has been bad.,0
455,The chicken wings contained the driest chicken meat I have ever eaten.,0
456,The food was very good and I enjoyed every mouthful,0
457,Nargile - I think you are great.,1
458,Best tater tots in the southwest.,1
459,We loved the place.,1
460,Definitely not worth the $3 I paid.,0
461,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
462,Im in AZ all the time and now have my new spot.,1
463,The manager was the worst.,0
464,The inside is really quite nice and very clean.,1
465,The food was outstanding and the prices were very reasonable.,1
466,I don't think I'll be running back to Carly's anytime soon for food.,0
467,This is was due to the fact that it took 20 minutes to be acknowledged,0
468,Love the margaritas,0
469,This was my first and only Vegas buffet and it did not disappoint.,1
470,Very good,0
471,The one down note is the ventilation could use some upgrading.,0
472,Great pork sandwich.,1
473,Don't waste your time here.,0
474,Total letdown,0
475,Third,0
476,We enjoy their pizza and brunch.,1
477,The steaks are all well trimmed and also perfectly cooked.,1
478,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
479,I LOVED it!,1
480,We asked for the bill to leave without eating and they didn't bring that either.,0
481,This place is a jewel in Las Vegas,0
482,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
483,The selection of food was not the best.,0
484,Delicious and I will absolutely be back!,1
485,This isn't a small family restaurant,0
486,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
487,I dont think I will be back for a very long time.,0
488,It was attached to a gas station,0
489,How awesome is that.,1
490,I will be back many times soon.,1
491,The menu had so much good stuff on it i could not decide!,1
492,Worse of all,0
493,CONCLUSION: Very filling meals.,1
494,Their daily specials are always a hit with my group.,1
495,And then tragedy struck.,0
496,The pancake was also really good and pretty large at that.,1
497,This was my first crawfish experience,0
498,Their monster chicken fried steak and eggs is my all time favorite.,1
499,Waitress was sweet and funny.,1
500,I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing,0
501,I'd rather eat airline food,0
502,Cant say enough good things about this place.,1
503,The ambiance was incredible.,1
504,The waitress and manager are so friendly.,1
505,I would not recommend this place.,0
506,Overall I wasn't very impressed with Noca.,0
507,My gyro was basically lettuce only.,0
508,Terrible service!,0
509,Thoroughly disappointed!,0
510,I don't each much pasta,0
511,Give it a try,0
512,By far the BEST cheesecurds we have ever had!,1
513,Reasonably priced also!,1
514,Everything was perfect the night we were in.,1
515,The food is very good for your typical bar food.,1
516,it was a drive to get there.,0
517,At first glance it is a lovely bakery cafe - nice ambiance,0
518,Anyway,0
519,Point your finger at any item on the menu,0
520,Oh this is such a thing of beauty,0
521,If you haven't gone here GO NOW!,1
522,A greasy,0
523,first time there and might just be the last.,0
524,Those burgers were amazing.,1
525,Similarly,0
526,And it was way to expensive.,0
527,Be sure to order dessert,0
528,This was my first time and I can't wait until the next.,1
529,The bartender was also nice.,1
530,Everything was good and tasty!,1
531,This place is two thumbs up....way up.,1
532,The best place in Vegas for breakfast (just check out a Sat,0
533,If you love authentic Mexican food and want a whole bunch of interesting,0
534,Terrible management.,0
535,An excellent new restaurant by an experienced Frenchman.,1
536,If there were zero stars I would give it zero stars.,0
537,Great steak,0
538,Worst martini ever!,0
539,The steak and the shrimp are in my opinion the best entrees at GC.,1
540,I had the opportunity today to sample your amazing pizzas!,1
541,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
542,The yellowtail carpaccio was melt in your mouth fresh.,1
543,I won't try going back there even if it's empty.,0
544,No,0
545,Just spicy enough.. Perfect actually.,1
546,Last night was my second time dining here and I was so happy I decided to go back!,1
547,"not even a ""hello",0
548,The desserts were a bit strange.,0
549,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
550,I really do recommend this place,0
551,Nice ambiance.,1
552,I would recommend saving room for this!,1
553,I guess maybe we went on an off night but it was disgraceful.,0
554,However,0
555,I know this is not like the other restaurants at all,0
556,AVOID THIS ESTABLISHMENT!,0
557,I think this restaurant suffers from not trying hard enough.,0
558,All of the tapas dishes were delicious!,1
559,I *heart* this place.,1
560,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
561,After two I felt disgusting.,0
562,A good time!,1
563,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
564,Generous portions and great taste.,1
565,I will never go back to this place and will never ever recommended this place to anyone!,0
566,The servers went back and forth several times,0
567,Food was delicious!,1
568,AN HOUR... seriously?,0
569,I consider this theft.,0
570,Eew... This location needs a complete overhaul.,0
571,We recently witnessed her poor quality of management towards other guests as well.,0
572,Waited and waited and waited.,0
573,He also came back to check on us regularly,0
574,Our server was super nice and checked on us many times.,1
575,The pizza tasted old,0
576,I swung in to give them a try but was deeply disappointed.,0
577,Service was good and the company was better!,1
578,The staff are also very friendly and efficient.,1
579,As for the service: I'm a fan,0
580,Boy was that sucker dry!!.,0
581,Over rated.,0
582,If you look for authentic Thai food,0
583,Their steaks are 100% recommended!,1
584,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
585,Great food and great service in a clean and friendly setting.,1
586,All in all,0
587,I hate those things as much as cheap quality black olives.,0
588,My breakfast was perpared great,0
589,The kids play area is NASTY!,0
590,Great place fo take out or eat in.,1
591,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
592,OMG I felt like I had never eaten Thai food until this dish.,1
593,"It was extremely ""crumby"" and pretty tasteless.",0
594,It was a pale color instead of nice and char and has NO flavor.,0
595,The croutons also taste homemade which is an extra plus.,1
596,I got home to see the driest damn wings ever!,0
597,It'll be a regular stop on my trips to Phoenix!,1
598,I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,1
599,Not good for the money.,0
600,I miss it and wish they had one in Philadelphia!,1
601,We got sitting fairly fast,0
602,They also have the best cheese crisp in town.,1
603,Good value,0
604,Couldn't ask for a more satisfying meal.,1
605,The food is good.,1
606,It was awesome.,1
607,I just wanted to leave.,0
608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
609,I will not be eating there again.,0
610,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
611,I checked out this place a couple years ago and was not impressed.,0
612,The chicken I got was definitely reheated and was only ok,0
613,Sorry,0
614,An absolute must visit!,1
615,The cow tongue and cheek tacos are amazing.,1
616,My friend did not like his Bloody Mary.,0
617,Despite how hard I rate businesses,0
618,They really want to make your experience a good one.,1
619,I will not return.,0
620,I had the chicken Pho and it tasted very bland.,0
621,Very disappointing!!!,0
622,The grilled chicken was so tender and yellow from the saffron seasoning.,1
623,a drive thru means you do not want to wait around for half an hour for your food,0
624,Pretty awesome place.,1
625,Ambience is perfect.,1
626,Best of luck to the rude and non-customer service focused new management.,0
627,Any grandmother can make a roasted chicken better than this one.,0
628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
629,The staff is always super friendly and helpful,0
630,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
631,The roast beef sandwich tasted really good!,1
632,Same evening,0
633,High-quality chicken on the chicken Caesar salad.,1
634,Ordered burger rare came in we'll done.,0
635,We were promptly greeted and seated.,1
636,Tried to go here for lunch and it was a madhouse.,0
637,I was proven dead wrong by this sushi bar,0
638,After waiting an hour and being seated,0
639,This is a good joint.,1
640,The Macarons here are insanely good.,1
641,I'm not eating here!,0
642,Our waiter was very attentive,0
643,Maybe if they weren't cold they would have been somewhat edible.,0
644,This place has a lot of promise but fails to deliver.,0
645,Very bad Experience!,0
646,What a mistake.,0
647,Food was average at best.,0
648,Great food.,1
649,We won't be going back anytime soon!,0
650,Very Very Disappointed ordered the $35 Big Bay Plater.,0
651,Great place to relax and have an awesome burger and beer.,1
652,It is PERFECT for a sit-down family meal or get together with a few friends.,1
653,Not much flavor to them,0
654,The patio seating was very comfortable.,1
655,The fried rice was dry as well.,0
656,Hands down my favorite Italian restaurant!,1
657,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
658,It was just not a fun experience.,1
659,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
660,I personally love the hummus,0
661,Very convenient,0
662,The owners are super friendly and the staff is courteous.,1
663,Both great!,1
664,Eclectic selection.,1
665,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
666,The staff was very attentive.,1
667,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
668,The owner used to work at Nobu,0
669,Google mediocre and I imagine Smashburger will pop up.,0
670,dont go here.,0
671,I promise they won't disappoint.,1
672,As a sushi lover avoid this place by all means.,0
673,What a great double cheeseburger!,1
674,Awesome service and food.,1
675,A fantastic neighborhood gem !!!,1
676,I can't wait to go back.,1
677,The plantains were the worst I've ever tasted.,0
678,It's a great place and I highly recommend it.,1
679,Service was slow and not attentive.,0
680,I gave it 5 stars then,0
681,Your staff spends more time talking to themselves than me.,0
682,Dessert: Panna Cotta was amazing.,1
683,Very good food,0
684,Damn good steak.,1
685,Total brunch fail.,0
686,Prices are very reasonable,0
687,The decor is nice,0
688,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
689,Good food ,0
690,It was absolutely amazing.,1
691,I probably won't be back,0
692,will definitely be back!,1
693,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
694,Hawaiian Breeze,0
695,Went for lunch - service was slow.,0
696,We had so much to say about the place before we walked in that he expected it to be amazing,0
697,I was mortified.,0
698,Needless to say,0
699,Anyways,0
700,The chips that came out were dripping with grease,0
701,I wasn't really impressed with Strip Steak.,0
702,Have been going since 2007 and every meal has been awesome!!,1
703,Our server was very nice and attentive as were the other serving staff.,1
704,The cashier was friendly and even brought the food out to me.,1
705,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
706,The atmosphere here is fun.,1
707,Would not recommend to others.,0
708,"Service is quick and even ""to go"" orders are just like we like it!",1
709,I mean really,0
710,That said,0
